Step,AvgWaitTime
500,7.814931650893796
1000,8.529382345586397
1500,8.432553509208562
2000,8.347874859778138
2500,8.419980119284293
3000,8.353672691096005
3500,8.478892194361807
4000,8.420319592115899
4500,8.338381057268723
5000,8.277661795407099
5500,8.2359358095925
6000,8.229424377370938
6500,8.262097848848278
7000,8.33832462212177
7500,8.324326105582283
8000,8.36584161471514
8500,8.362542058243415
9000,8.369028684253825
9500,8.396577284194647
10000,8.354603080275343
10500,8.364881752375563
11000,8.367748611017388
11500,8.349477764617207
12000,8.3285437053553
12500,8.311746271025072
13000,8.350321142007662
13500,8.338974029549417
14000,8.378628061730144
14500,8.37528431925846
15000,8.382340801400057
15500,8.41879809688029
16000,8.404220779220779
16500,8.394135830257195
17000,8.384754461682025
17500,8.395842478653053
18000,8.391180967861915
18500,8.387533039056525
19000,8.383689350812137
19500,8.380742813533452
20000,8.376465916282994
20500,8.375469230582937
21000,8.395071495200199
21500,8.423448673587082
22000,8.42881942487403
22500,8.443151130363855
23000,8.463309135232507
23500,8.468272328738182
24000,8.453973900275061
24500,8.451752431118315
25000,8.439148606657467
25500,8.432602369063957
26000,8.422710315150706
26500,8.407868987537336
27000,8.400213280380964
27500,8.409640511080632
28000,8.418785999113869
28500,8.423910678699167
29000,8.442853846351072
29500,8.438997940397629
30000,8.445081879128056
30500,8.468489699727764
31000,8.486033653462025
31500,8.478699974830104
32000,8.477060030189264
32500,8.482254092423585
33000,8.482137897383929
33500,8.464894639556377
34000,8.469825639830447
34500,8.472027269465375
35000,8.462830906801363
35500,8.473660356308615
36000,8.469032635235049
36500,8.461441916947646
37000,8.459423820934685
37500,8.47004039497307
38000,8.486032792009064
38500,8.471396057555067
39000,8.464757625376032
39500,8.455750050120288
40000,8.450015461685942
40500,8.451179952716366
41000,8.450222066668276
41500,8.445774442185833
42000,8.451350889696485
42500,8.436832056625299
43000,8.436249877685874
43500,8.43782673743252
44000,8.438626686690403
44500,8.447117390216091
45000,8.442015752882162
45500,8.43915919575246
46000,8.457075230640953
46500,8.455964396746305
47000,8.453586686825373
47500,8.45196918522225
48000,8.452484720323904
48500,8.459156596995427
49000,8.467842784702722
49500,8.465015473684737
50000,8.466823049666448
50500,8.471143766838109
51000,8.47626620637491
51500,8.478956212790475
52000,8.48173054515882
52500,8.480228969871145
53000,8.477583519242796
53500,8.486745339490337
54000,8.48603738326318
54500,8.48933534784325
55000,8.482773039345721
55500,8.477651378436065
56000,8.4740003356505
56500,8.479546061298356
57000,8.477247584630135
57500,8.477065877535571
58000,8.471932203968132
58500,8.470968287526427
59000,8.461493618966538
59500,8.463006475062484
60000,8.457457032200587
60500,8.453226670592903
61000,8.457132893504346
61500,8.45079761018688
62000,8.442161825527362
62500,8.447904167904168
63000,8.443954575818303
63500,8.438576523552454
64000,8.43797057174346
64500,8.433724400929968
65000,8.433473176080037
65500,8.432468278379421
66000,8.439116839879427
66500,8.451730540949871
67000,8.457359446426066
67500,8.458604119244768
68000,8.451030834055002
68500,8.447843383811557
69000,8.450343147630614
69500,8.449372137581287
70000,8.445297192533229
70500,8.436961155808719
71000,8.43468071007568
71500,8.429927391641725
72000,8.435116709433755
72500,8.440953945683027
73000,8.439088929145719
73500,8.433255166744159
74000,8.42752963540586
74500,8.423755016008005
75000,8.420038771082188
75500,8.429346952565579
76000,8.43479309142684
76500,8.437039746482247
77000,8.441797486837578
77500,8.445484637799703
78000,8.447869351997333
78500,8.448533910224471
79000,8.446842854187693
79500,8.450279614891205
80000,8.446242914077779
80500,8.443158577803475
81000,8.444963718723828
81500,8.447934386391251
82000,8.450901011052443
82500,8.44748111624948
83000,8.450004475073838
83500,8.448448395009002
84000,8.450469389439917
84500,8.449164516885553
85000,8.452423065379493
85500,8.451715976674189
86000,8.452050849312544
86500,8.454053620807118
87000,8.452354181907198
87500,8.448162172564468
88000,8.442408399062394
88500,8.440234043803464
89000,8.439348186081462
89500,8.436232341348921
90000,8.435786153829218
90500,8.434616237344084
91000,8.445271803915805
91500,8.447074681159734
92000,8.449936202171818
92500,8.450525560499697
93000,8.447019902829867
93500,8.452734631603484
94000,8.455526636072898
94500,8.450372455585786
95000,8.449908478871917
95500,8.445537492737987
96000,8.446713129426817
96500,8.445146407117251
97000,8.445769508605968
97500,8.44808627992727
98000,8.447666105865176
98500,8.445468919282387
99000,8.443294328307445
99500,8.450535836890653
100000,8.4471027352674
100500,8.44743945267285
101000,8.447653942773114
101500,8.442952463638049
102000,8.443608019006433
102500,8.442511302600565
103000,8.441520025183166
103500,8.444149782032182
104000,8.440874188956961
104500,8.43921534255921
105000,8.441617472322287
105500,8.439714481476962
106000,8.437610638069305
106500,8.437090740095272
107000,8.435839142239963
107500,8.437865014122895
108000,8.434620214296844
108500,8.432575505307382
109000,8.430925443335664
109500,8.428521713978387
110000,8.4273325654846
110500,8.431799401177491
111000,8.431551374367434
111500,8.430920432178624
112000,8.433298430707243
112500,8.431142083087776
113000,8.429457618953776
113500,8.428349673736971
114000,8.426405733186328
114500,8.426851139594984
115000,8.425871667785293
115500,8.425206177837756
116000,8.424188256976233
116500,8.423429986576725
117000,8.423897434379025
117500,8.43260840268185
118000,8.43654457330214
118500,8.435426495762181
119000,8.436780916186065
119500,8.437919563808888
120000,8.438185015161292
120500,8.438236085079478
121000,8.442263506054932
121500,8.439935993615649
122000,8.438956494235862
122500,8.442761469612568
123000,8.443813311564275
123500,8.442548726297682
124000,8.442127515306224
124500,8.44207942031749
125000,8.440585656519296
125500,8.438240840915405
126000,8.438104902420688
126500,8.435601750290346
127000,8.43655374955694
127500,8.437168402531926
128000,8.434934604146376
128500,8.431225162502695
129000,8.430562508031308
129500,8.42978577870168
130000,8.431763718348678
130500,8.432733733824845
131000,8.431953668653806
131500,8.430489822110399
132000,8.429635058661663
132500,8.430069819075415
133000,8.429843360494102
133500,8.434677389467442
134000,8.433764876804277
134500,8.432371587955837
135000,8.433979620070621
135500,8.435344418399165
136000,8.4367677282069
136500,8.436275593604906
137000,8.435125999436632
137500,8.436512790990538
138000,8.435990141160655
138500,8.434815693391542
139000,8.431637287845996
139500,8.433011120767635
140000,8.438552594610927
140500,8.440105936754913
141000,8.438113073101041
141500,8.43724959734466
142000,8.438450735148058
142500,8.441420309431749
143000,8.442762288332053
143500,8.442945938257024
144000,8.442156626920037
144500,8.442861520394555
145000,8.444714363944366
145500,8.445659491992247
146000,8.443025600189756
146500,8.440488392159114
147000,8.44084333314823
147500,8.440848530583155
148000,8.442143014713256
148500,8.444417794700366
149000,8.444857036145578
149500,8.445818712434424
150000,8.447557348072129
150500,8.451169233651187
151000,8.45141974590831
151500,8.451490259199645
152000,8.450723840699728
152500,8.450158263768623
153000,8.448417489804726
153500,8.448578572418215
154000,8.446424986952508
154500,8.44537984622699
155000,8.447483630515528
155500,8.449790089688952
156000,8.449835222580292
156500,8.445986600935406
157000,8.446351816413479
157500,8.446288114997316
158000,8.447243958933267
158500,8.448626589624231
159000,8.451008719479102
159500,8.4514088601217
160000,8.450332978383065
160500,8.449028112697324
161000,8.448161238938326
161500,8.44779972834451
162000,8.44729952723981
162500,8.450138027800351
163000,8.448148586408402
163500,8.446043633404377
164000,8.444371221454972
164500,8.445135198117676
165000,8.443909173075683
165500,8.443284148612179
166000,8.444575717665568
166500,8.444519540707951
167000,8.445791179968396
167500,8.44453058204902
168000,8.443958771628921
168500,8.442128922766138
169000,8.441959384889211
169500,8.439869067389724
170000,8.440542864750896
170500,8.441831246853596
171000,8.439900483839473
171500,8.439213961202856
172000,8.439488531361324
172500,8.437658277765827
173000,8.437103118712994
173500,8.43671466313834
174000,8.435679544359155
174500,8.436632656967026
175000,8.437773876364787
175500,8.437014077995592
176000,8.43703939017825
176500,8.437324620788447
177000,8.439260814384514
177500,8.437499564415614
178000,8.438367950583718
178500,8.435745076025338
179000,8.433996715800648
179500,8.431815299793247
180000,8.433559753476022
180500,8.431475803500327
181000,8.430334848704371
181500,8.43023149618535
182000,8.43122371357963
182500,8.429474874330985
183000,8.429040539572284
183500,8.427805648169745
184000,8.428133125744509
184500,8.42950058726047
185000,8.429265246466773
185500,8.429028110821559
186000,8.429875019783768
186500,8.427960480935553
187000,8.428609416611433
187500,8.429270912223943
188000,8.431178257911615
188500,8.431317866488882
189000,8.43472951536315
189500,8.436948067968656
190000,8.437290227498197
190500,8.438983125671935
191000,8.437928194182906
191500,8.438787925756579
192000,8.437109810802523
192500,8.437003381885837
193000,8.43680895103461
193500,8.435944443592144
194000,8.435805822271528
194500,8.435232607089304
195000,8.434176043027666
195500,8.433480939789218
196000,8.434092552467893
196500,8.433639113702712
197000,8.432571396284693
197500,8.433447923906849
198000,8.431378696953496
198500,8.430688004745118
199000,8.430721363968596
199500,8.429830108342818
