Step,AvgWaitTime
500,1.5244107744107744
1000,2.90360435875943
1500,3.755746330656328
2000,3.943566591422122
2500,4.096153846153846
3000,4.151647750581157
3500,4.157288852343474
4000,4.106963388370423
4500,3.913455406759588
5000,3.9539355261004747
5500,4.06284478902639
6000,4.228602679792179
6500,4.346806229901002
7000,4.428938906752411
7500,4.31840034965035
8000,4.248885929416586
8500,4.259087841095362
9000,4.27606915377616
9500,4.299711318884915
10000,4.3136717151043795
10500,4.438825321201234
11000,4.414964972425101
11500,4.371188372755771
12000,4.374496690097591
12500,4.341727326382058
13000,4.316772730136727
13500,4.343480897513644
14000,4.380941238410015
14500,4.318424396442185
15000,4.314605209327697
15500,4.371280075981427
16000,4.406353831211982
16500,4.41679271951794
17000,4.435220337354029
17500,4.4715686274509805
18000,4.480181508791832
18500,4.506055993116686
19000,4.50701080071289
19500,4.497021134268453
20000,4.503278755294884
20500,4.465856033061136
21000,4.459149249680096
21500,4.478584694689762
22000,4.47851453972958
22500,4.464174511223751
23000,4.479183268696099
23500,4.497652419480587
24000,4.491628924736655
24500,4.476083707025411
25000,4.512186782591706
25500,4.50174682938502
26000,4.496074813123573
26500,4.499202674108375
27000,4.480662151993981
27500,4.47139415616086
28000,4.469127916261378
28500,4.456200422302118
29000,4.473773455345507
29500,4.468239314355003
30000,4.47926860674736
30500,4.4786393143253225
31000,4.4544655507162725
31500,4.454095990499058
32000,4.448734732266551
32500,4.463604169534369
33000,4.4321186952396205
33500,4.420940870979093
34000,4.425587873136559
34500,4.43652597976276
35000,4.415450185230347
35500,4.408074263998901
36000,4.387429887029241
36500,4.388926603973068
37000,4.407686312392285
37500,4.406111881445533
38000,4.402711690422472
38500,4.423940465509052
39000,4.42867266228285
39500,4.439196765665024
40000,4.445849585568015
40500,4.447223727249011
41000,4.4391699632174335
41500,4.439134266966996
42000,4.445803536003561
42500,4.449156594247246
43000,4.441071681708642
43500,4.435647910343217
44000,4.408614560731269
44500,4.409743585062392
45000,4.4131637617453
45500,4.41705801474921
46000,4.395078200936644
46500,4.38856014055084
47000,4.404547812554037
47500,4.4019278303782965
48000,4.411270394692303
48500,4.399003183112749
49000,4.387570677676632
49500,4.375622768498379
50000,4.362853358684966
50500,4.378174651059893
51000,4.395286978266583
51500,4.391085204057486
52000,4.378907226806701
52500,4.383119848303084
53000,4.384302749127717
53500,4.3991552912042415
54000,4.40045156920298
54500,4.4144911974587835
55000,4.414521135087201
55500,4.397582068349407
56000,4.406752236596745
56500,4.428138911062688
57000,4.443508021390374
57500,4.442580198313697
58000,4.431366642380765
58500,4.439379310823858
59000,4.435852929426513
59500,4.44578955278943
60000,4.444507664275602
60500,4.4491035261082486
61000,4.447526916107025
61500,4.451928350082922
62000,4.450314284028866
62500,4.443202870570799
63000,4.447699500241819
63500,4.4449655454818835
64000,4.452176452290718
64500,4.466374434745368
65000,4.472604880244012
65500,4.4707994567340785
66000,4.465645002461842
66500,4.472229009871958
67000,4.465925418467751
67500,4.4597102216659845
68000,4.461120001910858
68500,4.469136387884536
69000,4.45187543399202
69500,4.454053675121803
70000,4.464549804262723
70500,4.468383656924388
71000,4.46668533994901
71500,4.47481920461383
72000,4.474495259781984
72500,4.478106091560924
73000,4.480929565565387
73500,4.468289370535172
74000,4.465597323901182
74500,4.46071057031901
75000,4.455650461698249
75500,4.462303133211178
76000,4.465134778732241
76500,4.466273808829223
77000,4.475824934273958
77500,4.479457719385485
78000,4.489177354094507
78500,4.490077109131127
79000,4.490530769862788
79500,4.499362069141498
80000,4.504084416341722
80500,4.507568504540095
81000,4.498910871753271
81500,4.487004165235955
82000,4.4759341621605575
82500,4.4779485162146875
83000,4.468535843818127
83500,4.469809322033898
84000,4.466791610715562
84500,4.467695233156143
85000,4.473881398401145
85500,4.47852618092956
86000,4.477669408150843
86500,4.478274534085738
87000,4.4699534588731265
87500,4.467434495741238
88000,4.464885950230313
88500,4.460973239578654
89000,4.458230779047931
89500,4.4616531607476295
90000,4.453451003547234
90500,4.451065984842713
91000,4.453605169340463
91500,4.444074165987166
92000,4.437235810343232
92500,4.428441147326792
93000,4.422110684243346
93500,4.4266992206981195
94000,4.431174141455966
94500,4.427738547735287
95000,4.439915683111874
95500,4.4353128448934545
96000,4.432842185257114
96500,4.432236062929956
97000,4.428265265198355
97500,4.421232677423913
98000,4.421050237374489
98500,4.431832209959756
99000,4.431164418609411
99500,4.430489419336443
100000,4.4291515696812
100500,4.423359812895681
101000,4.41444102432388
101500,4.408941706399597
102000,4.412866640439034
102500,4.41202592462246
103000,4.408746571380224
103500,4.407989096164466
104000,4.412007046919701
104500,4.403152611532166
105000,4.40389143205626
105500,4.409623741225559
106000,4.413356434204588
106500,4.410084212770493
107000,4.411778079222777
107500,4.404938541670595
108000,4.40351364540711
108500,4.400500709961887
109000,4.397251306466311
109500,4.395899357284602
110000,4.4021286083338556
110500,4.409024205915371
111000,4.4141857959422195
111500,4.412798603788677
112000,4.415750630698455
112500,4.410310273881288
113000,4.413245498841072
113500,4.413488950335456
